section_id,cited_section_id,act,citation_path,phrase,bound_kind,bound_date,bound_year,bound_precision,phrase_match,batch_id,prompt_sha256,context_used
16995,16985,ITA,125.2(2)~f1,"0.05625, if the taxation year begins after 2031 and before 2033",step_down,,2031,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
16995,16985,ITA,125.2(2)~f1,"0.05625, if the taxation year begins after 2031 and before 2033",step_down,,2033,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
16995,16985,ITA,125.2(2)~f1,"0.075, if the taxation year begins after 2021 and before 2032",step_down,,2021,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
16995,16985,ITA,125.2(2)~f1,"0.075, if the taxation year begins after 2021 and before 2032",step_down,,2032,year,exact,msgbatch_01PAmDKwYrxqTy6FGwKztARN,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17054,17040,ITA,"125.4(1)""labour expenditure""(a)",incurred after 1994,start,,1994,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
17055,17040,ITA,"125.4(1)""labour expenditure""(b)",that relates to services rendered after 1994,start,,1994,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
17091,17040,ITA,125.4(1.1),the taxation year ending in 2020 or 2021,start,,2020,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
17091,17040,ITA,125.4(1.1),the taxation year ending in 2020 or 2021,end,,2021,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
17122,17116,ITA,"125.5(1)""Canadian labour expenditure""(a)",incurred by the corporation after October 1997,start,1997-10,,month,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
17123,17116,ITA,"125.5(1)""Canadian labour expenditure""(b)",that relates to services rendered in Canada after October 1997,start,1997-10,,month,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
17181,17168,ITA,"125.6(1)""low threshold qualifying labour expenditure""",that begins before 2023 and ends after 2022,end,,2023,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
17181,17168,ITA,"125.6(1)""low threshold qualifying labour expenditure""",that begins before 2023 and ends after 2022,start,,2022,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
17183,17168,ITA,"125.6(1)""low threshold qualifying labour expenditure""(a)~f1",the number of days in the taxation year that are before 2023,end,,2023,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
17185,17168,ITA,"125.6(1)""low threshold qualifying labour expenditure""(b)~f1",the number of days in the taxation year that are before 2023,end,,2023,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
17192,17168,ITA,"125.6(1)""qualifying labour expenditure""(a)",ends after 2022,start,,2022,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
17192,17168,ITA,"125.6(1)""qualifying labour expenditure""(a)",that begins before 2023,end,,2023,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
17194,17168,ITA,"125.6(1)""qualifying labour expenditure""(a)(i)~f1",the number of days in the taxation year that are after 2022,start,,2022,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
17196,17168,ITA,"125.6(1)""qualifying labour expenditure""(a)(ii)~f1","the number of days in the taxation year that are after 2022 during which the taxpayer is a qualifying journalism organization, and",start,,2022,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
17196,17168,ITA,"125.6(1)""qualifying labour expenditure""(a)(ii)~f1","the number of days in the taxation year that are after 2022 during which the taxpayer is a qualifying journalism organization, and H",start,,2022,year,whitespace_normalized,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
17197,17168,ITA,"125.6(1)""qualifying labour expenditure""(b)",that begins after 2022,start,,2022,year,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
17203,17168,ITA,125.6(2)(a),begins before 2023,step_down,,2023,year,exact,msgbatch_01VXS4B4na17QrTVMPFLjs8f,cac8c075da7afb4bade5f8a660c0932dc8998789912e81a958adf8778317496d,parent+children
17203,17168,ITA,125.6(2)(a),ends after 2022,step_down,,2022,year,exact,msgbatch_01VXS4B4na17QrTVMPFLjs8f,cac8c075da7afb4bade5f8a660c0932dc8998789912e81a958adf8778317496d,parent+children
17205,17168,ITA,125.6(2)(b),ends before 2027,step_down,,2027,year,exact,msgbatch_01VXS4B4na17QrTVMPFLjs8f,cac8c075da7afb4bade5f8a660c0932dc8998789912e81a958adf8778317496d,parent+children
17205,17168,ITA,125.6(2)(b),if the year begins after 2022,step_down,,2022,year,exact,msgbatch_01VXS4B4na17QrTVMPFLjs8f,cac8c075da7afb4bade5f8a660c0932dc8998789912e81a958adf8778317496d,parent+children
17207,17168,ITA,125.6(2)(c),ends after 2026,step_down,,2026,year,exact,msgbatch_01VXS4B4na17QrTVMPFLjs8f,cac8c075da7afb4bade5f8a660c0932dc8998789912e81a958adf8778317496d,parent+children
17207,17168,ITA,125.6(2)(c),if the year begins before 2027,step_down,,2027,year,exact,msgbatch_01VXS4B4na17QrTVMPFLjs8f,cac8c075da7afb4bade5f8a660c0932dc8998789912e81a958adf8778317496d,parent+children
17208,17168,ITA,125.6(2)(c)~f1,is the number of days in the taxation year that are after 2026 during which the taxpayer is a qualifying journalism organization,step_down,,2026,year,exact,msgbatch_01VXS4B4na17QrTVMPFLjs8f,cac8c075da7afb4bade5f8a660c0932dc8998789912e81a958adf8778317496d,parent
17208,17168,ITA,125.6(2)(c)~f1,is the number of days in the taxation year that are before 2027 during which the taxpayer is a qualifying journalism organization,step_down,,2027,year,exact,msgbatch_01VXS4B4na17QrTVMPFLjs8f,cac8c075da7afb4bade5f8a660c0932dc8998789912e81a958adf8778317496d,parent
17209,17168,ITA,125.6(2)(d),if the year begins after 2026,step_down,,2026,year,exact,msgbatch_01VXS4B4na17QrTVMPFLjs8f,cac8c075da7afb4bade5f8a660c0932dc8998789912e81a958adf8778317496d,parent+children
17212,17168,ITA,125.6(2.1)(a),begins before 2023,step_down,,2023,year,exact,msgbatch_01VXS4B4na17QrTVMPFLjs8f,cac8c075da7afb4bade5f8a660c0932dc8998789912e81a958adf8778317496d,parent+children
17212,17168,ITA,125.6(2.1)(a),ends after 2022,step_down,,2022,year,exact,msgbatch_01VXS4B4na17QrTVMPFLjs8f,cac8c075da7afb4bade5f8a660c0932dc8998789912e81a958adf8778317496d,parent+children
17214,17168,ITA,125.6(2.1)(b),ends before 2027,step_down,,2027,year,exact,msgbatch_01VXS4B4na17QrTVMPFLjs8f,cac8c075da7afb4bade5f8a660c0932dc8998789912e81a958adf8778317496d,parent+children
17214,17168,ITA,125.6(2.1)(b),if the fiscal period begins after 2022,step_down,,2022,year,exact,msgbatch_01VXS4B4na17QrTVMPFLjs8f,cac8c075da7afb4bade5f8a660c0932dc8998789912e81a958adf8778317496d,parent+children
17216,17168,ITA,125.6(2.1)(c),ends after 2026,step_down,,2026,year,exact,msgbatch_01VXS4B4na17QrTVMPFLjs8f,cac8c075da7afb4bade5f8a660c0932dc8998789912e81a958adf8778317496d,parent+children
17216,17168,ITA,125.6(2.1)(c),if the fiscal period begins before 2027,step_down,,2027,year,exact,msgbatch_01VXS4B4na17QrTVMPFLjs8f,cac8c075da7afb4bade5f8a660c0932dc8998789912e81a958adf8778317496d,parent+children
17217,17168,ITA,125.6(2.1)(c)~f1,is the number of days in the fiscal period that are after 2026 during which the partnership is a qualifying journalism organization,step_down,,2026,year,exact,msgbatch_01VXS4B4na17QrTVMPFLjs8f,cac8c075da7afb4bade5f8a660c0932dc8998789912e81a958adf8778317496d,parent
17217,17168,ITA,125.6(2.1)(c)~f1,is the number of days in the fiscal period that are before 2027 during which the partnership is a qualifying journalism organization,step_down,,2027,year,exact,msgbatch_01VXS4B4na17QrTVMPFLjs8f,cac8c075da7afb4bade5f8a660c0932dc8998789912e81a958adf8778317496d,parent
17218,17168,ITA,125.6(2.1)(d),if the fiscal period begins after 2026,step_down,,2026,year,exact,msgbatch_01VXS4B4na17QrTVMPFLjs8f,cac8c075da7afb4bade5f8a660c0932dc8998789912e81a958adf8778317496d,parent+children
17225,17222,ITA,"125.7(1)""baseline remuneration""(a)","begins on January 1, 2020",start,2020-01-01,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17225,17222,ITA,"125.7(1)""baseline remuneration""(a)","ends on March 15, 2020",end,2020-03-15,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17227,17222,ITA,"125.7(1)""baseline remuneration""(b)(i)","begins on March 1, 2019",start,2019-03-01,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17227,17222,ITA,"125.7(1)""baseline remuneration""(b)(i)","ends on May 31, 2019",end,2019-05-31,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17228,17222,ITA,"125.7(1)""baseline remuneration""(b)(ii)","begins on March 1, 2019",start,2019-03-01,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17228,17222,ITA,"125.7(1)""baseline remuneration""(b)(ii)","ends on June 30, 2019",end,2019-06-30,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17228,17222,ITA,"125.7(1)""baseline remuneration""(b)(ii)","ends on May 31, 2019",end,2019-05-31,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17229,17222,ITA,"125.7(1)""baseline remuneration""(b)(iii)","begins on July 1, 2019",start,2019-07-01,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17229,17222,ITA,"125.7(1)""baseline remuneration""(b)(iii)","ends on December 31, 2019",end,2019-12-31,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17230,17222,ITA,"125.7(1)""baseline remuneration""(b)(iii.1)","begins on July 1, 2019",start,2019-07-01,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17230,17222,ITA,"125.7(1)""baseline remuneration""(b)(iii.1)","begins on March 1, 2019",start,2019-03-01,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17230,17222,ITA,"125.7(1)""baseline remuneration""(b)(iii.1)","ends on December 31, 2019",end,2019-12-31,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17230,17222,ITA,"125.7(1)""baseline remuneration""(b)(iii.1)","ends on June 30, 2019",end,2019-06-30,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17231,17222,ITA,"125.7(1)""baseline remuneration""(b)(iii.2)","begins on July 1, 2019",start,2019-07-01,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17231,17222,ITA,"125.7(1)""baseline remuneration""(b)(iii.2)","ends on December 31, 2019",end,2019-12-31,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17232,17222,ITA,"125.7(1)""baseline remuneration""(b)(iv)","begins on July 1, 2019",start,2019-07-01,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17232,17222,ITA,"125.7(1)""baseline remuneration""(b)(iv)","ends on March 15, 2020",end,2020-03-15,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17312,17222,ITA,"125.7(1)""current reference period""(c.99)","for the twenty-first qualifying period, October 2021",start,2021-10,,month,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
17313,17222,ITA,"125.7(1)""current reference period""(c.991)","for the twenty-second qualifying period, November 2021",start,2021-11,,month,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
17345,17222,ITA,"125.7(1)""executive compensation repayment amount""(b)~f1",for the 2019 calendar year,at,,2019,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17345,17222,ITA,"125.7(1)""executive compensation repayment amount""(b)~f1",for the 2021 calendar year,at,,2021,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17345,17222,ITA,"125.7(1)""executive compensation repayment amount""(b)~f1",for the 2022 calendar year,at,,2022,year,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17380,17222,ITA,"125.7(1)""prior reference period""(b)",January and February 2020,start,2020-01,,month,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
17380,17222,ITA,"125.7(1)""prior reference period""(b)",January and February 2020,end,2020-02,,month,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
17381,17222,ITA,"125.7(1)""prior reference period""(b)(i)","on March 1, 2019, the eligible entity was not carrying on business or otherwise carrying on its ordinary activities",at,2019-03-01,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17386,17222,ITA,"125.7(1)""prior reference period""(b)(ii)(C)(I)","on March 1, 2019, the eligible entity was not carrying on business or otherwise carrying on its ordinary activities",at,2019-03-01,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17389,17222,ITA,"125.7(1)""prior reference period""(b)(ii)(D)(I)","on March 1, 2019, the eligible entity was not carrying on business or otherwise carrying on its ordinary activities",at,2019-03-01,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17414,17222,ITA,"125.7(1)""qualifying entity""(a)(i)","January 31, 2021",end,2021-01-31,,day,exact,msgbatch_01MAMQYzwFgpXmFNT65qsCPu,105e4ae4d8e52a8264a85f937a329ac261025c3f3a2c4e8ffe45914bac17f16e,
17422,17222,ITA,"125.7(1)""qualifying entity""(d)(i)","it had, on March 15, 2020, a business number",at,2020-03-15,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17424,17222,ITA,"125.7(1)""qualifying entity""(d)(ii)(A)","on March 15, 2020,",at,2020-03-15,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17431,17222,ITA,"125.7(1)""qualifying period""(a)","begins on March 15, 2020",start,2020-03-15,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17431,17222,ITA,"125.7(1)""qualifying period""(a)","ends on April 11, 2020",end,2020-04-11,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17432,17222,ITA,"125.7(1)""qualifying period""(b)","begins on April 12, 2020",start,2020-04-12,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17432,17222,ITA,"125.7(1)""qualifying period""(b)","ends on May 9, 2020",end,2020-05-09,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17433,17222,ITA,"125.7(1)""qualifying period""(c)","begins on May 10, 2020",start,2020-05-10,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17433,17222,ITA,"125.7(1)""qualifying period""(c)","ends on June 6, 2020",end,2020-06-06,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17434,17222,ITA,"125.7(1)""qualifying period""(c.1)","begins on June 7, 2020",start,2020-06-07,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17434,17222,ITA,"125.7(1)""qualifying period""(c.1)","ends on July 4, 2020",end,2020-07-04,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17435,17222,ITA,"125.7(1)""qualifying period""(c.2)","begins on July 5, 2020",start,2020-07-05,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17435,17222,ITA,"125.7(1)""qualifying period""(c.2)","ends on August 1, 2020",end,2020-08-01,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17436,17222,ITA,"125.7(1)""qualifying period""(c.3)","begins on August 2, 2020",start,2020-08-02,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17436,17222,ITA,"125.7(1)""qualifying period""(c.3)","ends on August 29, 2020",end,2020-08-29,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17437,17222,ITA,"125.7(1)""qualifying period""(c.4)","begins on August 30, 2020",start,2020-08-30,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17437,17222,ITA,"125.7(1)""qualifying period""(c.4)","ends on September 26, 2020",end,2020-09-26,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17438,17222,ITA,"125.7(1)""qualifying period""(c.5)","begins on September 27, 2020",start,2020-09-27,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17438,17222,ITA,"125.7(1)""qualifying period""(c.5)","ends on October 24, 2020",end,2020-10-24,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17439,17222,ITA,"125.7(1)""qualifying period""(c.6)","begins on October 25, 2020",start,2020-10-25,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17439,17222,ITA,"125.7(1)""qualifying period""(c.6)","ends on November 21, 2020",end,2020-11-21,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17440,17222,ITA,"125.7(1)""qualifying period""(c.7)","begins on November 22, 2020",start,2020-11-22,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17440,17222,ITA,"125.7(1)""qualifying period""(c.7)","ends on December 19, 2020",end,2020-12-19,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17441,17222,ITA,"125.7(1)""qualifying period""(c.8)","begins on December 20, 2020",start,2020-12-20,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17441,17222,ITA,"125.7(1)""qualifying period""(c.8)","ends on January 16, 2021",end,2021-01-16,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17442,17222,ITA,"125.7(1)""qualifying period""(c.9)","begins on January 17, 2021",start,2021-01-17,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17442,17222,ITA,"125.7(1)""qualifying period""(c.9)","ends on February 13, 2021",end,2021-02-13,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17443,17222,ITA,"125.7(1)""qualifying period""(c.91)","begins on February 14, 2021",start,2021-02-14,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17443,17222,ITA,"125.7(1)""qualifying period""(c.91)","ends on March 13, 2021",end,2021-03-13,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17444,17222,ITA,"125.7(1)""qualifying period""(c.92)","begins on March 14, 2021",start,2021-03-14,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17444,17222,ITA,"125.7(1)""qualifying period""(c.92)","ends on April 10, 2021",end,2021-04-10,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17445,17222,ITA,"125.7(1)""qualifying period""(c.93)","begins on April 11, 2021",start,2021-04-11,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17445,17222,ITA,"125.7(1)""qualifying period""(c.93)","ends on May 8, 2021",end,2021-05-08,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17446,17222,ITA,"125.7(1)""qualifying period""(c.94)","begins on May 9, 2021",start,2021-05-09,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17446,17222,ITA,"125.7(1)""qualifying period""(c.94)","ends on June 5, 2021",end,2021-06-05,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
17447,17222,ITA,"125.7(1)""qualifying period""(c.95)","begins on June 6, 2021",start,2021-06-06,,day,exact,msgbatch_01994ACyYJVJfcoySYAdCGaw,5d4fbebf557535ebdcf651adda9f3b9d12093e3e7b3da50aedc79177fb876a4a,
